pathwayName,searchTerms,genes,library,diseaseId,name,therapeuticAreas,id
Acute Myeloid Leukemia WP5293,leukem,RARA,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000131759
Acute Myeloid Leukemia WP5293,leukem,SOS2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100485
Acute Myeloid Leukemia WP5293,leukem,RAF1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000132155
Acute Myeloid Leukemia WP5293,leukem,SOS1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000115904
Acute Myeloid Leukemia WP5293,leukem,LEF1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000138795
Acute Myeloid Leukemia WP5293,leukem,RELA,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000173039
Acute Myeloid Leukemia WP5293,leukem,CSF2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164400
Acute Myeloid Leukemia WP5293,leukem,BCL2A1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000140379
Acute Myeloid Leukemia WP5293,leukem,MPO,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000005381
Acute Myeloid Leukemia WP5293,leukem,PIK3R3,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000117461
Acute Myeloid Leukemia WP5293,leukem,ARAF,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000078061
Acute Myeloid Leukemia WP5293,leukem,PIK3R2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105647
Acute Myeloid Leukemia WP5293,leukem,NRAS,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000213281
Acute Myeloid Leukemia WP5293,leukem,CCND1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000110092
Acute Myeloid Leukemia WP5293,leukem,AKT3,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000117020
Acute Myeloid Leukemia WP5293,leukem,MYC,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000136997
Acute Myeloid Leukemia WP5293,leukem,AKT1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000142208
Acute Myeloid Leukemia WP5293,leukem,AKT2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000105221
Acute Myeloid Leukemia WP5293,leukem,RUNX1T1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000079102
Acute Myeloid Leukemia WP5293,leukem,STAT5B,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000173757
Acute Myeloid Leukemia WP5293,leukem,MAP2K2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000126934
Acute Myeloid Leukemia WP5293,leukem,TCF7L2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000148737
Acute Myeloid Leukemia WP5293,leukem,TCF7L1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000152284
Acute Myeloid Leukemia WP5293,leukem,CHUK,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000213341
Acute Myeloid Leukemia WP5293,leukem,MAP2K1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000169032
Acute Myeloid Leukemia WP5293,leukem,STAT3,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000168610
Acute Myeloid Leukemia WP5293,leukem,MTOR,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000198793
Acute Myeloid Leukemia WP5293,leukem,NFKB1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000109320
Acute Myeloid Leukemia WP5293,leukem,CCNA2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000145386
Acute Myeloid Leukemia WP5293,leukem,PER2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000132326
Acute Myeloid Leukemia WP5293,leukem,CCNA1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000133101
Acute Myeloid Leukemia WP5293,leukem,KIT,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000157404
Acute Myeloid Leukemia WP5293,leukem,PIK3R1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000145675
Acute Myeloid Leukemia WP5293,leukem,RPS6KB2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000175634
Acute Myeloid Leukemia WP5293,leukem,RPS6KB1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000108443
Acute Myeloid Leukemia WP5293,leukem,TCF7,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000081059
Acute Myeloid Leukemia WP5293,leukem,GRB2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000177885
Acute Myeloid Leukemia WP5293,leukem,KRAS,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000133703
Acute Myeloid Leukemia WP5293,leukem,PPARD,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000112033
Acute Myeloid Leukemia WP5293,leukem,CEBPA,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000245848
Acute Myeloid Leukemia WP5293,leukem,CSF1R,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000182578
Acute Myeloid Leukemia WP5293,leukem,SPI1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000066336
Acute Myeloid Leukemia WP5293,leukem,CEBPE,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000092067
Acute Myeloid Leukemia WP5293,leukem,FLT3,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000122025
Acute Myeloid Leukemia WP5293,leukem,EIF4EBP1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000187840
Acute Myeloid Leukemia WP5293,leukem,PIK3CD,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000171608
Acute Myeloid Leukemia WP5293,leukem,ITGAM,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000169896
Acute Myeloid Leukemia WP5293,leukem,GLI1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000111087
Acute Myeloid Leukemia WP5293,leukem,IKBKB,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000104365
Acute Myeloid Leukemia WP5293,leukem,FCGR1A,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000150337
Acute Myeloid Leukemia WP5293,leukem,MAPK3,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000102882
Acute Myeloid Leukemia WP5293,leukem,PIM2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000102096
Acute Myeloid Leukemia WP5293,leukem,PIM1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000137193
Acute Myeloid Leukemia WP5293,leukem,HRAS,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000174775
Acute Myeloid Leukemia WP5293,leukem,MAPK1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100030
Acute Myeloid Leukemia WP5293,leukem,CD14,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000170458
Acute Myeloid Leukemia WP5293,leukem,IKBKG,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000269335
Acute Myeloid Leukemia WP5293,leukem,STAT5A,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000126561
Acute Viral Myocarditis WP4298,viral,TGFB1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000105329
Acute Viral Myocarditis WP4298,viral,EDN1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000078401
Acute Viral Myocarditis WP4298,viral,ENDOG,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000167136
Acute Viral Myocarditis WP4298,viral,IL10,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000136634
Acute Viral Myocarditis WP4298,viral,CAV1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000105974
Acute Viral Myocarditis WP4298,viral,KRT8,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000170421
Acute Viral Myocarditis WP4298,viral,MMP9,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000100985
Acute Viral Myocarditis WP4298,viral,TICAM1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000127666
Acute Viral Myocarditis WP4298,viral,IL2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000109471
Acute Viral Myocarditis WP4298,viral,RASA1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000145715
Acute Viral Myocarditis WP4298,viral,CD4,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000010610
Acute Viral Myocarditis WP4298,viral,IL6,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000136244
Acute Viral Myocarditis WP4298,viral,IFNG,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000111537
Acute Viral Myocarditis WP4298,viral,BAX,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000087088
Acute Viral Myocarditis WP4298,viral,BCL2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000171791
Acute Viral Myocarditis WP4298,viral,CYCS,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000172115
Acute Viral Myocarditis WP4298,viral,PABPC1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000070756
Acute Viral Myocarditis WP4298,viral,MYH6,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000197616
Acute Viral Myocarditis WP4298,viral,TLR5,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000187554
Acute Viral Myocarditis WP4298,viral,TLR4,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000136869
Acute Viral Myocarditis WP4298,viral,SOS1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000115904
Acute Viral Myocarditis WP4298,viral,TLR3,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000164342
Acute Viral Myocarditis WP4298,viral,GSK3B,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000082701
Acute Viral Myocarditis WP4298,viral,ILK,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000166333
Acute Viral Myocarditis WP4298,viral,CD80,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000121594
Acute Viral Myocarditis WP4298,viral,NOD2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000167207
Acute Viral Myocarditis WP4298,viral,TNF,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000232810
Acute Viral Myocarditis WP4298,viral,CAAP1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000120159
Acute Viral Myocarditis WP4298,viral,CHRAC1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000104472
Acute Viral Myocarditis WP4298,viral,ACTB,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000075624
Acute Viral Myocarditis WP4298,viral,PYCARD,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000103490
Acute Viral Myocarditis WP4298,viral,CASP8,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000064012
Acute Viral Myocarditis WP4298,viral,SOCS1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000185338
Acute Viral Myocarditis WP4298,viral,CASP9,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000132906
Acute Viral Myocarditis WP4298,viral,CASP6,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000138794
Acute Viral Myocarditis WP4298,viral,CASP7,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000165806
Acute Viral Myocarditis WP4298,viral,CCND1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000110092
Acute Viral Myocarditis WP4298,viral,AKT1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000142208
Acute Viral Myocarditis WP4298,viral,CASP2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000106144
Acute Viral Myocarditis WP4298,viral,CASP3,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000164305
Acute Viral Myocarditis WP4298,viral,DAG1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000173402
Acute Viral Myocarditis WP4298,viral,CASP1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000137752
Acute Viral Myocarditis WP4298,viral,CCR5,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000160791
Acute Viral Myocarditis WP4298,viral,MICA,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000204520
Acute Viral Myocarditis WP4298,viral,CCR3,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000183625
Acute Viral Myocarditis WP4298,viral,CXADR,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000154639
Acute Viral Myocarditis WP4298,viral,DFFB,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000169598
Acute Viral Myocarditis WP4298,viral,DFFA,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000160049
Acute Viral Myocarditis WP4298,viral,PTCRA,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000171611
Acute Viral Myocarditis WP4298,viral,STAT1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000115415
Acute Viral Myocarditis WP4298,viral,STAT3,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000168610
Acute Viral Myocarditis WP4298,viral,PARP1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000143799
Acute Viral Myocarditis WP4298,viral,NFKB2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000077150
Acute Viral Myocarditis WP4298,viral,CREB1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000118260
Acute Viral Myocarditis WP4298,viral,PIK3R1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000145675
Acute Viral Myocarditis WP4298,viral,BCL2L1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000171552
Acute Viral Myocarditis WP4298,viral,EIF4G1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000114867
Acute Viral Myocarditis WP4298,viral,CD40LG,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000102245
Acute Viral Myocarditis WP4298,viral,EIF4G2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000110321
Acute Viral Myocarditis WP4298,viral,ITGB2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000160255
Acute Viral Myocarditis WP4298,viral,SRC,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000197122
Acute Viral Myocarditis WP4298,viral,LAMA2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000196569
Acute Viral Myocarditis WP4298,viral,AIF1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000204472
Acute Viral Myocarditis WP4298,viral,ITGAL,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000005844
Acute Viral Myocarditis WP4298,viral,SGCG,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000102683
Acute Viral Myocarditis WP4298,viral,SGCD,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000170624
Acute Viral Myocarditis WP4298,viral,SGCB,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000163069
Acute Viral Myocarditis WP4298,viral,CXCR4,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000121966
Acute Viral Myocarditis WP4298,viral,SGCA,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000108823
Acute Viral Myocarditis WP4298,viral,ABL2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000143322
Acute Viral Myocarditis WP4298,viral,BNIP2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000140299
Acute Viral Myocarditis WP4298,viral,MAPK3,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000102882
Acute Viral Myocarditis WP4298,viral,RAC3,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000169750
Acute Viral Myocarditis WP4298,viral,IL12B,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000113302
Acute Viral Myocarditis WP4298,viral,MAPK1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000100030
Acute Viral Myocarditis WP4298,viral,NOS1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000089250
Acute Viral Myocarditis WP4298,viral,ABL1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000097007
Acute Viral Myocarditis WP4298,viral,DMD,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000198947
Acute Viral Myocarditis WP4298,viral,FYN,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000010810
Acute Viral Myocarditis WP4298,viral,IL12A,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000168811
Acute Viral Myocarditis WP4298,viral,RAC2,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000128340
Acute Viral Myocarditis WP4298,viral,BID,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000015475
Acute Viral Myocarditis WP4298,viral,HLA-DMA,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000204257
Acute Viral Myocarditis WP4298,viral,JAK1,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000162434
Acute Viral Myocarditis WP4298,viral,CD55,WikiPathways_2024_Human,EFO_0000763,viral disease,['EFO_0005741'],ENSG00000196352
Acute myeloid leukemia,leukem,DUSP6,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000139318
Acute myeloid leukemia,leukem,BAD,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000002330
Acute myeloid leukemia,leukem,JUP,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000173801
Acute myeloid leukemia,leukem,ZBTB16,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000109906
Acute myeloid leukemia,leukem,RUNX1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000159216
Acute myeloid leukemia,leukem,BRAF,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000157764
Acute myeloid leukemia,leukem,IL3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164399
Acute myeloid leukemia,leukem,PML,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000140464
Acute myeloid leukemia,leukem,PIK3CB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000051382
Acute myeloid leukemia,leukem,PIK3CA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000121879
Acute myeloid leukemia,leukem,RARA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000131759
Acute myeloid leukemia,leukem,SOS2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000100485
Acute myeloid leukemia,leukem,RAF1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000132155
Acute myeloid leukemia,leukem,SOS1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000115904
Acute myeloid leukemia,leukem,LEF1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000138795
Acute myeloid leukemia,leukem,RELA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000173039
Acute myeloid leukemia,leukem,CSF2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']",ENSG00000164400
